"","publisher","journal","role","editor","affiliation","url","date"
"1302","SCIRP","Creative Education","Editorial Board","Tania C. de Araujo-Jorge","Institute Oswaldo Cruz, Brazil","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1303","SCIRP","Creative Education","Editorial Board","José Carlos Rosa Pires de Souza","Universidade Estadual de Mato Grosso do Sul, Brazil","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1304","SCIRP","Creative Education","Editorial Board","Marcelo García Dieguez","Universidad Nacional del Sur, Argentina","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1305","SCIRP","Creative Education","Editorial Board","Haim Eshach","Ben-Gurion University of the Negev, Israel","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1306","SCIRP","Creative Education","Editorial Board","Francis Richard Ferraro","University of North Dakota, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1307","SCIRP","Creative Education","Editorial Board","Juan M. Górriz Sáez","University of Granada, Spain","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1308","SCIRP","Creative Education","Editorial Board","Ramón García-Marín","University of Murcia, Spain","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1309","SCIRP","Creative Education","Editorial Board","Tatiana Hidalgo-Marí","University of Alicante, Spain","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1310","SCIRP","Creative Education","Editorial Board","Esmaiel Jabbari","University of South Carolina, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1311","SCIRP","Creative Education","Editorial Board","Leslie Jones","University of Holy Cross, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1312","SCIRP","Creative Education","Editorial Board","Charles Kivunja","The University of New England, Australia","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1313","SCIRP","Creative Education","Editorial Board","Edgar Krull","University of Tartu, Estonia","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1314","SCIRP","Creative Education","Editorial Board","Richard C. Larson","Massachusetts Institute of Technology, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1315","SCIRP","Creative Education","Editorial Board","Katerina Maniadaki","Technological Educational Institution of Athens, Greece","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1316","SCIRP","Creative Education","Editorial Board","Edmund A. Marek","University of Oklahoma, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1317","SCIRP","Creative Education","Editorial Board","Mohammad Matin","University of Denver, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1318","SCIRP","Creative Education","Editorial Board","Mara Menezes","Federal University of Bahia, Brazil","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1319","SCIRP","Creative Education","Editorial Board","Vuyisile T. Msila","University of South Africa, South Africa","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1320","SCIRP","Creative Education","Editorial Board","Gürbüz Ocak","University of Afyon Kocatepe, Turkey","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1321","SCIRP","Creative Education","Editorial Board","Lídia Oliveira","University of Aveiro, Portugal","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1322","SCIRP","Creative Education","Editorial Board","Alan Ovens","University of Auckland, New Zealand","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1323","SCIRP","Creative Education","Editorial Board","Ananda Kumar Palaniappan","University of Malaya, Malaysia","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1324","SCIRP","Creative Education","Editorial Board","Vladimir Petrusevski","Ss. Cyril and Methodius University in Skopje, Macedonia","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1325","SCIRP","Creative Education","Editorial Board","Fatin Aliah Phang","Universiti Teknologi Malaysia (UTM), Malaysia","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1326","SCIRP","Creative Education","Editorial Board","Danielle Riverin-Simard","Laval University, Canada","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1327","SCIRP","Creative Education","Editorial Board","Alfredo Rodríguez-Sedano","University of Navarra, Spain","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1328","SCIRP","Creative Education","Editorial Board","Arianne J. Rourke","University of New South Wales, Australia","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1329","SCIRP","Creative Education","Editorial Board","Stephen Rushton","University of South Florida Sarasota-Manatee, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1330","SCIRP","Creative Education","Editorial Board","Jamil Salmi","Boston College, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1331","SCIRP","Creative Education","Editorial Board","Larisa M. Sergeieva","State institution of higher education ""University of Education Management"", Ukraine","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1332","SCIRP","Creative Education","Editorial Board","Sue Walker","Queensland University of Technology, Australia","https://www.scirp.org/journal/editorialboard.aspx?journalid=136",2021-05-19
"1333","SCIRP","Crystal Structure Theory and Applications","Editor-in-Chief","Jorge M. Seminario","Texas A&M University, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=1492",2021-05-19
"1334","SCIRP","Crystal Structure Theory and Applications","Editorial Board","Masoud Allahkarami","Oklahoma State University, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=1492",2021-05-19
"1335","SCIRP","Crystal Structure Theory and Applications","Editorial Board","Mukannan Arivanandhan","Shizuoka University, Japan","https://www.scirp.org/journal/editorialboard.aspx?journalid=1492",2021-05-19
"1336","SCIRP","Crystal Structure Theory and Applications","Editorial Board","Elias J. Fernandez","University of Tennessee, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=1492",2021-05-19
"1337","SCIRP","Crystal Structure Theory and Applications","Editorial Board","Hédi Fitouri","University of Monastir, Tunisia","https://www.scirp.org/journal/editorialboard.aspx?journalid=1492",2021-05-19
"1338","SCIRP","Crystal Structure Theory and Applications","Editorial Board","Jade Kenneth Forwood","Charles Sturt University, Australia","https://www.scirp.org/journal/editorialboard.aspx?journalid=1492",2021-05-19
"1339","SCIRP","Crystal Structure Theory and Applications","Editorial Board","Rainer Ernst Glaser","University of Missouri-Columbia, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=1492",2021-05-19
"1340","SCIRP","Crystal Structure Theory and Applications","Editorial Board","Ching-Hwa Ho","National Taiwan University of Science and Technology, Chinese Taipei","https://www.scirp.org/journal/editorialboard.aspx?journalid=1492",2021-05-19
"1341","SCIRP","Crystal Structure Theory and Applications","Editorial Board","Michele Iafisco","Institute of Science and Technology for Ceramics, Italy","https://www.scirp.org/journal/editorialboard.aspx?journalid=1492",2021-05-19
"1342","SCIRP","Crystal Structure Theory and Applications","Editorial Board","Srinivas Janaswamy","Purdue University, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=1492",2021-05-19
"1343","SCIRP","Crystal Structure Theory and Applications","Editorial Board","Vimal S. Joshi","Gujarat University, India","https://www.scirp.org/journal/editorialboard.aspx?journalid=1492",2021-05-19
"1344","SCIRP","Crystal Structure Theory and Applications","Editorial Board","Wen Lei","University of Western Australia, Australia","https://www.scirp.org/journal/editorialboard.aspx?journalid=1492",2021-05-19
"1345","SCIRP","Crystal Structure Theory and Applications","Editorial Board","Teo Kie Leong","National University of Singapore, Singapore","https://www.scirp.org/journal/editorialboard.aspx?journalid=1492",2021-05-19
"1346","SCIRP","Crystal Structure Theory and Applications","Editorial Board","J. M. Delgado López","CSIC-University of Granda, Spain","https://www.scirp.org/journal/editorialboard.aspx?journalid=1492",2021-05-19
"1347","SCIRP","Crystal Structure Theory and Applications","Editorial Board","P. K. Mandal","University of North Bengal, India","https://www.scirp.org/journal/editorialboard.aspx?journalid=1492",2021-05-19
"1348","SCIRP","Crystal Structure Theory and Applications","Editorial Board","Eric W. Reinheimer","California State University, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=1492",2021-05-19
"1349","SCIRP","Crystal Structure Theory and Applications","Editorial Board","Bernard D. Santarsiero","University of Illinois at Chicago, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=1492",2021-05-19
"1350","SCIRP","Crystal Structure Theory and Applications","Editorial Board","Aidong Shen","The City College of the City University of New York, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=1492",2021-05-19
"1351","SCIRP","Crystal Structure Theory and Applications","Editorial Board","Dashuang Shi","George Washington University, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=1492",2021-05-19
"1352","SCIRP","Crystal Structure Theory and Applications","Editorial Board","Hailong Zhou","University of California at Los Angeles, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=1492",2021-05-19
"1353","SCIRP","Current Urban Studies","Editorial Board","Mahyar Arefi","University of Cincinnati, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=2438",2021-05-19
"1354","SCIRP","Current Urban Studies","Editorial Board","Jose Nuno Beirao","Technical University of Lisbon, Portugal","https://www.scirp.org/journal/editorialboard.aspx?journalid=2438",2021-05-19
"1355","SCIRP","Current Urban Studies","Editorial Board","Robert L. Boyd","Mississippi State University, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=2438",2021-05-19
"1356","SCIRP","Current Urban Studies","Editorial Board","Kevin Chiang","University of Vermont, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=2438",2021-05-19
"1357","SCIRP","Current Urban Studies","Editorial Board","Miguel José das Neves Pires Amado","Universidade de Lisboa, Portugal","https://www.scirp.org/journal/editorialboard.aspx?journalid=2438",2021-05-19
"1358","SCIRP","Current Urban Studies","Editorial Board","David J. Edelman","University of Cincinnati, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=2438",2021-05-19
"1359","SCIRP","Current Urban Studies","Editorial Board","Zullo Francesco","University of L’Aquila, Italy","https://www.scirp.org/journal/editorialboard.aspx?journalid=2438",2021-05-19
"1360","SCIRP","Current Urban Studies","Editorial Board","JESúS M. GONZáLEZ-PéREZ","University of the Balearic Islands, Spain","https://www.scirp.org/journal/editorialboard.aspx?journalid=2438",2021-05-19
"1361","SCIRP","Current Urban Studies","Editorial Board","Tali Hatuka","Tel Aviv University, Israel","https://www.scirp.org/journal/editorialboard.aspx?journalid=2438",2021-05-19
"1362","SCIRP","Current Urban Studies","Editorial Board","María García Hernández","Complutense University of Madrid, Spain","https://www.scirp.org/journal/editorialboard.aspx?journalid=2438",2021-05-19
"1363","SCIRP","Current Urban Studies","Editorial Board","Ignacio Pavón","Universidad Politécnica de Madrid, Spain","https://www.scirp.org/journal/editorialboard.aspx?journalid=2438",2021-05-19
"1364","SCIRP","Current Urban Studies","Editorial Board","Karin Pfeffer","University of Amsterdam, Netherlands","https://www.scirp.org/journal/editorialboard.aspx?journalid=2438",2021-05-19
"1365","SCIRP","Current Urban Studies","Editorial Board","Molly Ranahan","University at Buffalo, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=2438",2021-05-19
"1366","SCIRP","Current Urban Studies","Editorial Board","Alberto Matarán Ruiz","University of Granada, Spain","https://www.scirp.org/journal/editorialboard.aspx?journalid=2438",2021-05-19
"1367","SCIRP","Current Urban Studies","Editorial Board","Rafooneh Mokhtarshahi Sani","Eastern Mediterranean University, Turkey","https://www.scirp.org/journal/editorialboard.aspx?journalid=2438",2021-05-19
"1368","SCIRP","Current Urban Studies","Editorial Board","Robert Mark Silverman","University at Buffalo, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=2438",2021-05-19
"1369","SCIRP","Current Urban Studies","Editorial Board","Jun Wang","City University of Hong Kong, China","https://www.scirp.org/journal/editorialboard.aspx?journalid=2438",2021-05-19
"1370","SCIRP","Current Urban Studies","Editorial Board","Warren Waren","Texas A&M University, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=2438",2021-05-19
"1371","SCIRP","Current Urban Studies","Editorial Board","Colin C. Williams","University of Sheffield, UK","https://www.scirp.org/journal/editorialboard.aspx?journalid=2438",2021-05-19
"1372","SCIRP","Current Urban Studies","Editorial Board","Ying Xu","The Chinese University of Hong Kong, China","https://www.scirp.org/journal/editorialboard.aspx?journalid=2438",2021-05-19
"1373","SCIRP","Current Urban Studies","Academic Editor","Jay Mittal","Auburn University, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=2438",2021-05-19
"1374","SCIRP","Detection","Editor-in-Chief","Laith Ahmed Najam","Mosul University, Iraq","https://www.scirp.org/journal/editorialboard.aspx?journalid=2454",2021-05-19
"1375","SCIRP","Detection","Associate Editor-in-Chief","Abdul R. H. Subber","Basrah University, Iraq","https://www.scirp.org/journal/editorialboard.aspx?journalid=2454",2021-05-19
"1376","SCIRP","Detection","Editorial Board","Kamel Ahmed Abd-Elsalam","Plant Pathology Research Institute, Egypt","https://www.scirp.org/journal/editorialboard.aspx?journalid=2454",2021-05-19
"1377","SCIRP","Detection","Editorial Board","Mohamed Salem Badawi","Alexandria University, Egypt","https://www.scirp.org/journal/editorialboard.aspx?journalid=2454",2021-05-19
"1378","SCIRP","Detection","Editorial Board","Ahmed ASaad Ibrahim Khalil","Cairo University, Egypt","https://www.scirp.org/journal/editorialboard.aspx?journalid=2454",2021-05-19
"1379","SCIRP","Detection","Editorial Board","Henry Y. T. Ngan","Hong Kong Baptist University, China","https://www.scirp.org/journal/editorialboard.aspx?journalid=2454",2021-05-19
"1380","SCIRP","Detection","Editorial Board","Sen Qian","Institute of High Energy Physics, China","https://www.scirp.org/journal/editorialboard.aspx?journalid=2454",2021-05-19
"1381","SCIRP","Detection","Editorial Board","Tawfik A. Saleh","King Fahd University of Petroleum and Minerals, Saudi Arabia","https://www.scirp.org/journal/editorialboard.aspx?journalid=2454",2021-05-19
"1382","SCIRP","Detection","Editorial Board","Nada Fadhil Tawfiq","Al-Nahrain University, Iraq","https://www.scirp.org/journal/editorialboard.aspx?journalid=2454",2021-05-19
"1383","SCIRP","Detection","Editorial Board","Binbin Weng","University of Oklahoma, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=2454",2021-05-19
"1384","SCIRP","Detection","Editorial Board","Guang Yang","Itrobotics Inc., USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=2454",2021-05-19
"1385","SCIRP","E-Health Telecommunication Systems and Networks","Editor-in-Chief","Mohamad Abou El-Nasr","Arab Academy for Science, Technology and Maritime Transport, Egypt","https://www.scirp.org/journal/editorialboard.aspx?journalid=1311",2021-05-19
"1386","SCIRP","E-Health Telecommunication Systems and Networks","Editorial Board","Rabiul Ahasan","Universiti Sultan Zainal Abidin (UniSZA), Malaysia","https://www.scirp.org/journal/editorialboard.aspx?journalid=1311",2021-05-19
"1387","SCIRP","E-Health Telecommunication Systems and Networks","Editorial Board","Matthew Allsop","University of Leeds, UK","https://www.scirp.org/journal/editorialboard.aspx?journalid=1311",2021-05-19
"1388","SCIRP","E-Health Telecommunication Systems and Networks","Editorial Board","Christo Ananth","Francis Xavier Engineering College, Tirunelveli, India","https://www.scirp.org/journal/editorialboard.aspx?journalid=1311",2021-05-19
"1389","SCIRP","E-Health Telecommunication Systems and Networks","Editorial Board","Jiali Bao","Zhejiang University, China","https://www.scirp.org/journal/editorialboard.aspx?journalid=1311",2021-05-19
"1390","SCIRP","E-Health Telecommunication Systems and Networks","Editorial Board","Lora Humphrey Beebe","University of Tennessee College of Nursing, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=1311",2021-05-19
"1391","SCIRP","E-Health Telecommunication Systems and Networks","Editorial Board","Chin-Ling Chen","Chaoyang University of Technology, China","https://www.scirp.org/journal/editorialboard.aspx?journalid=1311",2021-05-19
"1392","SCIRP","E-Health Telecommunication Systems and Networks","Editorial Board","Arif Demir","Kocaeli University, Turkey","https://www.scirp.org/journal/editorialboard.aspx?journalid=1311",2021-05-19
"1393","SCIRP","E-Health Telecommunication Systems and Networks","Editorial Board","Anne Granstrøm Ekeland","Norwegian Centre for Integrated Care and Telemedicine University Hospital of North Norway, Norway","https://www.scirp.org/journal/editorialboard.aspx?journalid=1311",2021-05-19
"1394","SCIRP","E-Health Telecommunication Systems and Networks","Editorial Board","José Bringel Filho","State University of Piauí, Brazil","https://www.scirp.org/journal/editorialboard.aspx?journalid=1311",2021-05-19
"1395","SCIRP","E-Health Telecommunication Systems and Networks","Editorial Board","Mehdi Hosseinzadeh","Iran University of Medical Sciences, Iran","https://www.scirp.org/journal/editorialboard.aspx?journalid=1311",2021-05-19
"1396","SCIRP","E-Health Telecommunication Systems and Networks","Editorial Board","Boris A. Kobrinskii","Pirogov Russian National Research Medical University, Russia","https://www.scirp.org/journal/editorialboard.aspx?journalid=1311",2021-05-19
"1397","SCIRP","E-Health Telecommunication Systems and Networks","Editorial Board","Tatiana Kovacikova","Head of Science Operations, Belgium","https://www.scirp.org/journal/editorialboard.aspx?journalid=1311",2021-05-19
"1398","SCIRP","E-Health Telecommunication Systems and Networks","Editorial Board","Ye Li","Chinese Academy of Sciences, China","https://www.scirp.org/journal/editorialboard.aspx?journalid=1311",2021-05-19
"1399","SCIRP","E-Health Telecommunication Systems and Networks","Editorial Board","Sergey A. Lupin","National Research University of Electronic Technology, Russia","https://www.scirp.org/journal/editorialboard.aspx?journalid=1311",2021-05-19
"1400","SCIRP","E-Health Telecommunication Systems and Networks","Editorial Board","Sabato Manfredi","University of Napoli Federico II, Italy","https://www.scirp.org/journal/editorialboard.aspx?journalid=1311",2021-05-19
"1401","SCIRP","E-Health Telecommunication Systems and Networks","Editorial Board","Emmanuel O.C. Mkpojiogu","Universiti Utara Malaysia, Malaysia","https://www.scirp.org/journal/editorialboard.aspx?journalid=1311",2021-05-19
"1402","SCIRP","E-Health Telecommunication Systems and Networks","Editorial Board","Hamid Moghaddasi","Beheshti University of Medical Sciences, Iran","https://www.scirp.org/journal/editorialboard.aspx?journalid=1311",2021-05-19
"1403","SCIRP","E-Health Telecommunication Systems and Networks","Editorial Board","Saumyendra V. Singh","KG Medical University, India","https://www.scirp.org/journal/editorialboard.aspx?journalid=1311",2021-05-19
"1404","SCIRP","E-Health Telecommunication Systems and Networks","Editorial Board","Wei Wang","Edith Cowan University, Australia","https://www.scirp.org/journal/editorialboard.aspx?journalid=1311",2021-05-19
"1405","SCIRP","Energy and Power Engineering","Editor-in-Chief","Fernando A. Almeida Prado Jr","University of Sao Paulo, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1406","SCIRP","Energy and Power Engineering","Associate Editors-in-Chief","Anjun Jin","Ningbo University, China","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1407","SCIRP","Energy and Power Engineering","Associate Editors-in-Chief","Giulio Lorenzini","University of Parma, Italy","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1408","SCIRP","Energy and Power Engineering","Editorial Advisory Board","Ching-Chuen Chan","The University of Hong Kong, China","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1409","SCIRP","Energy and Power Engineering","Editorial Advisory Board","Ryuichi Yokoyama","Tokyo Metropolitan University, Japan","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1410","SCIRP","Energy and Power Engineering","Editorial Advisory Board","Xiaoxin Zhou","Chinese Society of Electrical Engineering, China","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1411","SCIRP","Energy and Power Engineering","Editorial Board","Salem Al-Agtash","Santa Clara University, Santa Clara, California, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1412","SCIRP","Energy and Power Engineering","Editorial Board","Touseef Amna","Albaha University, Saudi Arabia","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1413","SCIRP","Energy and Power Engineering","Editorial Board","Ighball Baniasad Askari","Mechanical Engineering Department University of Zabol, Iran","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1414","SCIRP","Energy and Power Engineering","Editorial Board","Roberto Baca-Arroyo","Department of Electronics, School of Mechanical and Electrical Engineering (ESIME) National Polytechnic Institute, Mexico","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1415","SCIRP","Energy and Power Engineering","Editorial Board","Fabio Bisegna","Sapienza University of Rome, Italy","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1416","SCIRP","Energy and Power Engineering","Editorial Board","Jesús M. Blanco","University of the Basque Country, Spain","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1417","SCIRP","Energy and Power Engineering","Editorial Board","Ho Chang","National Taipei University of Technology, Chinese Taipei","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1418","SCIRP","Energy and Power Engineering","Editorial Board","Jiangping Chen","Shanghai Jiao Tong University, China","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1419","SCIRP","Energy and Power Engineering","Editorial Board","Young Nam Chun","Chosun University, South Korea","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1420","SCIRP","Energy and Power Engineering","Editorial Board","Guoliang Ding","Shanghai Jiao Tong University, China","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1421","SCIRP","Energy and Power Engineering","Editorial Board","Zhen Fang","Chinese Academy of Sciences, China","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1422","SCIRP","Energy and Power Engineering","Editorial Board","Herbert H. C. Iu","The University of Western Australia, Australia","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1423","SCIRP","Energy and Power Engineering","Editorial Board","M. Mohamed Iqbal","PSG Institute of Technology and Applied Research, Coimbatore, Tamil Nadu, India","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1424","SCIRP","Energy and Power Engineering","Editorial Board","Miroslaw Kwiatkowski","AGH University of Science and Technology, Poland","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1425","SCIRP","Energy and Power Engineering","Editorial Board","Ruomei Li","Chinese Society of Electrical Engineering (CSEE), China","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1426","SCIRP","Energy and Power Engineering","Editorial Board","Zhengqi Li","Harbin Institute of Technology, China","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1427","SCIRP","Energy and Power Engineering","Editorial Board","Miodrag Mesarovic","Belgrade, Zagreb and Sarajevo universities, ex. Yugoslavia, Serbia","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1428","SCIRP","Energy and Power Engineering","Editorial Board","Adnan Midilli","Recep Tayyip Erdogan University, Turkey","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1429","SCIRP","Energy and Power Engineering","Editorial Board","Jingchun Min","Tsinghua University, China","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1430","SCIRP","Energy and Power Engineering","Editorial Board","Meng Ni","The Hong Kong Polytechnic University, China","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1431","SCIRP","Energy and Power Engineering","Editorial Board","Pucheng Pei","Tsinghua University, China","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1432","SCIRP","Energy and Power Engineering","Editorial Board","Ahmed Riyaz","BGSB University, Rajouri, India","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1433","SCIRP","Energy and Power Engineering","Editorial Board","Marc A. Rosen","University of Ontario Institute of Technology, Canada","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1434","SCIRP","Energy and Power Engineering","Editorial Board","Federico Scarpa","University of Genoa, Italy","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1435","SCIRP","Energy and Power Engineering","Editorial Board","Pierluigi Siano","University of Salerno, Italy","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1436","SCIRP","Energy and Power Engineering","Editorial Board","Fuqiang Wang","Harbin Institute of Technology, China","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1437","SCIRP","Energy and Power Engineering","Editorial Board","Masafumi Yamaguchi","Toyota Technological Institute, Japan","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1438","SCIRP","Energy and Power Engineering","Editorial Board","Changhui Ye","Chinese Academy of Sciences, China","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1439","SCIRP","Energy and Power Engineering","Editorial Board","Bo Yu","China University of Petroleum, China","https://www.scirp.org/journal/editorialboard.aspx?journalid=93",2021-05-19
"1440","SCIRP","Engineering","Editor-in-Chief","David L. Carroll","Wake Forest University, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=64",2021-05-19
"1441","SCIRP","Engineering","Editorial Board","Murad Y. Abu-Farsakh","Louisiana State University, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=64",2021-05-19
"1442","SCIRP","Engineering","Editorial Board","Sheeraz Ahmed","Iqra National University, Pakistan","https://www.scirp.org/journal/editorialboard.aspx?journalid=64",2021-05-19
"1443","SCIRP","Engineering","Editorial Board","Nadhir Al-Ansari","Lulea University of Technology, Sweden","https://www.scirp.org/journal/editorialboard.aspx?journalid=64",2021-05-19
"1444","SCIRP","Engineering","Editorial Board","Moh'd A. M. Al-Nimr","Jordan University of Science and Technology, Jordan","https://www.scirp.org/journal/editorialboard.aspx?journalid=64",2021-05-19
"1445","SCIRP","Engineering","Editorial Board","Wisam S. Al-Rekabi","University of Basrah, Iraq","https://www.scirp.org/journal/editorialboard.aspx?journalid=64",2021-05-19
"1446","SCIRP","Engineering","Editorial Board","Abbas Amini","Western Sydney University, Australia","https://www.scirp.org/journal/editorialboard.aspx?journalid=64",2021-05-19
"1447","SCIRP","Engineering","Editorial Board","Michael Bank","Jerusalem College of Technology, Israel","https://www.scirp.org/journal/editorialboard.aspx?journalid=64",2021-05-19
"1448","SCIRP","Engineering","Editorial Board","Shahnor Basri","Putra University, Malaysia","https://www.scirp.org/journal/editorialboard.aspx?journalid=64",2021-05-19
"1449","SCIRP","Engineering","Editorial Board","Roberto Capata","University of Roma Sapienza, Italy","https://www.scirp.org/journal/editorialboard.aspx?journalid=64",2021-05-19
"1450","SCIRP","Engineering","Editorial Board","Bin Chen","Xi'an Jiaotong University, China","https://www.scirp.org/journal/editorialboard.aspx?journalid=64",2021-05-19
"1451","SCIRP","Engineering","Editorial Board","Luisa Durães","University of Coimbra, Portugal","https://www.scirp.org/journal/editorialboard.aspx?journalid=64",2021-05-19
"1452","SCIRP","Engineering","Editorial Board","Adinel Gavrus","European University of Brittany, France","https://www.scirp.org/journal/editorialboard.aspx?journalid=64",2021-05-19
"1453","SCIRP","Engineering","Editorial Board","Aritra Ghosh","University of Exeter, UK","https://www.scirp.org/journal/editorialboard.aspx?journalid=64",2021-05-19
"1454","SCIRP","Engineering","Editorial Board","Krzysztof Górski","Technical University of Radom, Poland","https://www.scirp.org/journal/editorialboard.aspx?journalid=64",2021-05-19
"1455","SCIRP","Engineering","Editorial Board","Sung-Cheon Han","Daewon University College, South Korea","https://www.scirp.org/journal/editorialboard.aspx?journalid=64",2021-05-19
"1456","SCIRP","Engineering","Editorial Board","David Hui","University of New Orleans, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=64",2021-05-19
"1457","SCIRP","Engineering","Editorial Board","Yunho Hwang","University of Maryland, USA","https://www.scirp.org/journal/editorialboard.aspx?journalid=64",2021-05-19
