publisher	issn	journal	role	editor	affiliation	orcid	url	date
PeerJ	2167-8359	PeerJ	Academic Editors	L.Maria Lois	CSIC	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Nicholas J Loman	University of Birmingham	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Ana Teresa Teresa Lombardi	Universidade Federal de São Carlos	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Bruno Lomonte	University of Costa Rica	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Enza Lonardo	CNR Institute of Genetics and Biophysics IGB	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Marjorie L. Longo	University of California, Davis	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Patrizia Longone	Fondazione Santa Lucia	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Raquel López-Antoñanzas	Université de Montpellier II	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Ann E. Loraine	University of North Carolina at Charlotte	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Marcelo G Lorenzo	Fundação Oswaldo Cruz	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	P Lortie		NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Julien Louis	Liverpool John Moores University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Frank J.H. Lu	Chinese Culture University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Tao Tom Lu	Texas Tech University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Norhayati Luddin	Universiti Sains Malaysia	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Veronika Lukacs-Kornek	University of Saarland	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Dieter Lukas	Max Planck Institute for Evolutionary Anthropology	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Julius Lukes	Institute of Parasitology, Biology Centre, Czech Academy of Sciences	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Erica Lumini	CNR	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Carole A Lunny	University of British Columbia	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Gerton Lunter	University of Oxford	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Weijun Luo	University of North Carolina at Charlotte	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Weiqi Luo	North Carolina State University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Weiren Luo	The Second Affiliated hospital of Southern University of Science and Technology	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Alexandra Lusser	Medical University of Innnsbruck	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Michael T Lynskey	Washington Univeristy School of Medicine	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Shuangtao Ma	Michigan State University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Suk Ling Ma	Chinese University of Hong Kong	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Wei Ma	Nanyang Technological University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Paula Mabee	University of South Dakota	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Robie W Macdonald	Insitute of Ocean Sciences, Sidney BC Canada	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Barbara J MacGregor	University of North Carolina at Chapel Hill	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Stephen L Macknik	SUNY Downstate Health Sciences University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Vicky E MacRae	University of Edinburgh	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Wagner Magalhães	Federal University of Bahia	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Laura Maggi	Sapienza University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Emiliano Maiani	Danish Cancer Society Research Center, Copenhagen, Denmark	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Norbert A.R. Maïonchi-Pino	Université Blaise Pascal (Clermont-Ferrand II)	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Ian J Majewski	The Walter and Eliza Hall Institute	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Vsevolod J Makeev	Vavilov Institute of General Genetics, Russian Academy of Sciences	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Thulani P Makhalanyane	University of Pretoria	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Brendan P Malone	Commonwealth Scientific and Industrial Research Organisation	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Julin N Maloof	University of California, Davis	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Gerald Mangine	Kennesaw State University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Isabelle Mansuy	Medical Faculty UZH & D-Hest ETHZ	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Jingqiu Mao	University of Alaska - Fairbanks	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Denis J. Marcellin-Little	University of California, Davis	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Kathleen Marchal	Ghent University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Pablo A Marquet	Pontificia Universidad Catolica de Puerto Rico	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Claudia A Marsicano	Universidad de Buenos Aires	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Lennart Martens	Ghent University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Gregory B. Martin	Cornell University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Julien GA Martin	University of Aberdeen	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Santiago Martín-Bravo	Universidad Pablo de Olavide	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Susana Martinez-Conde	State University of New York	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Jesús Marugán-Lobón	Universidad Autónoma de Madrid	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Yoshinori Marunaka	Ritsumeikan University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Florentine Marx	Medical University of Innsbruck	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Jorg J.M. Massen	Utrecht University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Colin L. Masters	The University of Melbourne	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Enrique Mateos Naranjo	Universidad de Sevilla	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Sebastiaan Mathôt	University of Groningen	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Leonidas Matsakas	Luleå University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Fabrizio Mattei	Istituto Superiore di Sanità	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Marta Mattoso	Federal University of Rio de Janeiro	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Richard J Maude	University of Oxford	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Corinne F Maurice	McGill University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Marianna Mazza	Catholic University of Sacred Heart of Rome	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Genevieve M McArthur	Macquarie University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Grant B McClelland	McMaster University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Nicky McCreesh	London School of Hygiene & Tropical Medicine, University of London	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Ian R McDonald	University of Waikato	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Robert H McDonald	University of Colorado at Boulder	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Alan G McElligott	City University of Hong Kong	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Alice C. McHardy	Heinrich Heine University Duesseldorf	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Seabird McKeon	National Museum of Natural History, Smithsonian Institution	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Rachel McMullan	The Open University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	John Measey	Stellenbosch University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Andrea Mechelli	Institute of Psychiatry, Psychology & Neuroscience, King's College London	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Madhava Meegaskumbura	Guangxi University (广西大学化学化工学院)	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Muhammad Aamer Mehmood	Government College University Faisalabad	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Shivam Mehta	Marquette University School of Dentistry	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Christof D Meile	University of Georgia	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	John J. Mekalanos	Harvard University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Ewa J. Mellerowicz	Swedish University of Agricultural Sciences	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Susanne Menden-Deuer	University of Rhode Island	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Guillermo Mendez-Rebolledo	Universidad Santo Tomás (Chile)	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	João Graciano Mendonça Filho	Universidade Federal do Rio de Janeiro	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Stefano Menini	"University of Roma ""La Sapienza"""	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Othmane Merah	Institut National Polytechnique de Toulouse	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Monique Messié	Monterey Bay Aquarium Research Institute	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Gaetana Messina	University of Campania	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Laurent Metzinger	Université de Picardie Jules-Verne	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Folker Meyer	Argonne National Laboratory	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	David Meyre	McMaster University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Eva M Mezey	National Institutes of Health	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Marta Miaczynska	International Institute of Molecular and Cell Biology, Warsaw	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Francisco Javier Miana-Mena	Universidad de Zaragoza	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Chiyuan Miao	Beijing Normal University, China.	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Hope A Michelsen	Sandia National Laboratories	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Sumit Middha	Memorial Sloan Kettering Cancer Center	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Koji Mikami	Miyagi University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Alexander S Mikheyev	Australian National University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	A. Harvey Millar	The University of Western Australia	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Ross H Miller	University of Maryland at College Park	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Ryan E Mills	University of Michigan - Ann Arbor	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	David S. Milstone	Brigham and Women's Hospital and Harvard Medical School	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Maria Miragaia	Instituto de Tecnologia Quimica e Biologica	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Daniel Mirman	University of Edinburgh	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Abhijit Mitra	University of Calcutta	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Thimios A Mitsiadis	University of Zurich	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Katherine Mitsouras	College of Osteopathic Medicine of the Pacific (Western University of Health Sciences)	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Koji Miwa	Nagoya University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Edward Mocarski	Emory University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Dezső Módos	Quadram Institute Bioscience	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Ian Moffat	Flinders University of South Australia	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Leonardo Montagnani	Free University of Bozen	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Alessandra Montecucco	National Research Council (CNR)	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Alvaro Montenegro	Ohio State University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Manuela Monti	Research Center for Regenerative Medicine, Fondazione IRCCS Policlinico San Matteo	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Jose M Montoya	CNRS	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Daniel J Moore	Vanderbilt University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	John R Moore	Scion	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Nicholas D Moore	University of Bordeaux & University hospitals	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Sue E. Moore	NOAA/Fisheries	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Hector M. Mora-Montes	Universidad de Guanajuato	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Joanna Moraczewska	Kazimierz Wielki University in Bydgoszcz, Faculty of Natural Sciences	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Miguel Angel Morales Maqueda	University of Newcastle-upon-Tyne	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Xosé Anxelu G. Morán	King Abdullah University of Science and Technology	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Jose Maria Moran-Garcia	University of Extremadura	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Alexandra Moreira	IBMC - i3S, University of Porto	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Paula I. Moreira	University of Coimbra, Portugal	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Eduardo Moreno	University of Bern	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Silvia N. J. Moreno	University of Georgia	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Amy J Morgan	University of Melbourne	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Burkhard Morgenstern	University of Göttingen	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Boyd A Mori	University of Alberta	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Ludmilla A Morozova-Roche	Umea University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	John H. Morrison	Mount Sinai School of Medicine	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Juan J Morrone	Universidad Nacional Autónoma de México	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Monika Mortimer	China Jiliang University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	G Lorimer Moseley	University of South Australia	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Timothy P Moss	University of the West of England (Bristol)	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Karen L. Mossman	McMaster University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Joël Mossong	Ministry of Health	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Mohammad Golam Mostofa	Texas Tech University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Anne-Marie Mouly	Lyon Neuroscience Research Center	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Mirna Mourtada-Maarabouni	Keele University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Ahmed Moustafa	American University in Cairo (AUC)	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Craig L Moyer	Western Washington University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Kevin Mueller	Cleveland State University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Shane T Mueller	Michigan Technological University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Bernd Mueller-Roeber	University of Potsdam	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Claudia Muhle-Goll	Karlsruhe Institute of Technology	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Oliver Mühlemann	University of Bern, Switzerland	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	James J. Mulé	H. Lee Moffitt Comprehensive Cancer Center	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Hannah S Mumby	University of Hong Kong	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Christopher J Mungall	Lawrence Berkeley National Lanoratory	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Jun Murata	Suntory Foundation for Life Sciences	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Jorge P. Muschietti	INGEBI-University of Buenos Aires	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Evan D Muse	Scripps Translational Science Institute	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Petteri Muukkonen	University of Helsinki	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Saima Muzammil	Government College University, Faisalabad	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Catherine E Myers	VA New Jersey Health Care System	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Garry Myers	University of Technology Sydney	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Kirankumar S. Mysore	Oklahoma State University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Mallikarjuna Nadagouda	United States Environmental Protection Agency	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Hamed S. Najafabadi	McGill University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Rafael J Najmanovich	Université de Montréal	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Kenta Nakai	The University of Tokyo	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Tomoki Nakamura	Mie University	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Helder Nakaya	Universidade de São Paulo	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Felipe G Naveca	Fundação Oswaldo Cruz	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Sarwat Naz	National Cancer Institute, NIH, USA	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
PeerJ	2167-8359	PeerJ	Academic Editors	Alison G Nazareno	Universidade Federal de Minas Gerais	NA	https://peerj.com/academic-boards/editors/peerj/	2022-02-15
