editor	role	affiliation	journal	issn	publisher	url	date	orcid
Esther Schnettler	Editorial Board	Bernhard-Nocht-Institute for Tropical Medicine and University of Hamburg Hamburg, Germany	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Florent Sebbane	Editorial Board	Inserm Paris, France	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Mar Siles-Lucas	Editorial Board	Institute of Natural Resources and Agrobiology of Salamanca (IRNASA) Superior Council of Scientific Investigations (CSIC) Salamanca, Spain	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Steven M. Singer	Editorial Board	Department of Biology Georgetown University Washington DC, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Sunit K. Singh	Editorial Board	Laboratory of Human Molecular Virology &amp; Immunology Molecular Biology Unit, Faculty of Medicine Institute of Medical Sciences Banaras Hindu University India	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Photini Sinnis	Editorial Board	Department of Molecular Microbiology &amp; Immunology Johns Hopkins Bloomberg School of Public Health Baltimore, MD, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Lynn Soong	Editorial Board	University of Texas Medical Branch Texas, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Banchob Sripa	Editorial Board	Khon Kaen University Khon Kaen, Thailand	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Alexander Stockdale	Editorial Board	Institute of Infection and Global Health University of Liverpool Liverpool, UK	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Kartik Sunagar	Editorial Board	Centre for Ecological Sciences Indian Institute of Science Bangalore, India	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Ayato Takada	Editorial Board	Research Center for Zoonosis Control Hokkaido University Sapporo, Japan	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Francesca Tamarozzi	Editorial Board	Department of Infectious Disease, Unit of Food borne and Neglected Parasitoses World Health Organization Collaborating Centre for the Epidemiology Detection and Control of Cystic and Alveolar Echinococcosis Istituto Superiore di Sanità Rome, Italy	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Sharon Tennant	Editorial Board	Center for Vaccine Development and Global Health University of Maryland School of Medicine Baltimore, MD, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Alfredo G. Torres	Editorial Board	University of Texas Medical Branch Galveston, TX, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Jesus G. Valenzuela	Editorial Board	Vector Molecular Biology Unit, Laboratory of Malaria and Vector Research National Institute of Allergy and Infectious Diseases Rockville, MD, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Jan Van Den Abbeele	Editorial Board	Institute of Tropical Medicine Antwerp Antwerp, Belgium	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Jaap van Hellemond	Editorial Board	Deptartment of Medical Microbiology and Infectious Diseases Erasmus MC University Medical Center Rotterdam, the Netherlands	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Pedro F C Vasconcelos	Editorial Board	Department of Pathology Pará State University Belém, Brazil and Department of Arbovirology and Hemorrhagic Fevers Evandro Chagas Institute Ananindeua, Brazil Rotterdam, the Netherlands	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Kristien Verdonck	Editorial Board	Institute of Tropical Medicine Antwerp Antwerp, Belgium	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Elvina Viennet	Editorial Board	Research and Development Australian Red Cross Lifeblood Queensland, Australia	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Joseph M. Vinetz	Editorial Board	Medicine/Division of Infectious Diseases University of California San Diego School of Medicine La Jolla, CA, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Jen-Ren Wang	Editorial Board	National Cheng Kung University Tainan, Taiwan	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Scott C. Weaver	Editorial Board	University of Texas Medical Branch Galveston, TX, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Brian L. Weiss	Editorial Board	Department of Epidemiology of Microbial Diseases Yale School of Public Health New Haven, CT, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Guilherme Werneck	Editorial Board	State University of Rio de Janeiro and Federal University of Rio de Janeiro Rio de Janeiro, Brazil	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Emma Wise	Editorial Board	University of Surrey Guildford, UK	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Joseph T Wu	Editorial Board	WHO Collaborating Center for Infectious Disease Epidemiology and Control The University of Hong Kong Hong Kong	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Elsio Wunder, Jr.	Editorial Board	Epidemiology of Microbial Diseases Yale School of Public Health, Yale University New Haven, CT, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Ruifu Yang	Editorial Board	State Key Laboratory of Pathogen and Biosecurity Beijing Institute of Microbiology and Epidemiology Beijing, China 	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Vahid Yazdi-Feyzabadi	Editorial Board	Health Services Management Research Center Institute for Futures Studies in Health Kerman University of Medical Sciences Kerman, Iran	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Nilson I T Zanchin	Editorial Board	Carlos Chagas Institute Oswaldo Cruz Foundation Curitiba-PR, Brazil	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Liesl Zühlke	Editorial Board	Division of Paediatric Cardiology, Department of Paediatrics Red Cross War Memorial Childrens Hospital, Faculty of Health Sciences and Division of Cardiology, Department of Medicine Groote Schuur Hospital, Faculty of Health Sciences Universtiy of Cape Town Cape Town, South Africa  	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Adly M. M. Abd-Alla	Editorial Board	Insect Pest Control Laboratory, Joint FAO/IAEA Division  of Nuclear Techniques in Food and Agriculture, Vienna International  Vienna, Austria	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Linda B. Adams	Editorial Board	Department of Health and Human Services Healthcare Systems Bureau National Hansen’s Disease Program Baton Rouge, LA, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Patricia Aguilar	Editorial Board	University of Texas Medical Branch Galveston, TX, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Stuart Ainsworth	Editorial Board	Centre for Snakebite Research and Interventions, Liverpool School of Tropical Medicine Liverpool, UK	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Sitara S.R. Ajjampur	Editorial Board	Christian Medical College Vellore, India	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Adam Akullian	Editorial Board	Department of Global Health University of Washington, and the Institute for Disease Modeling Seattle, WA, USA and Bellevue, WA, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Robert Lowell Aldridge	Editorial Board	United States Department of Agriculture (USDA), ARS Center for Medical, Agricultural and Veterinary Entomology (CMAVE) Gainesville, FL, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Igor C. Almeida	Editorial Board	Deptartment of Biological Sciences University of Texas at El Paso (UTEP), and the Border Biomedical Research Center (BBRC) El Paso, TX, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Andrea Angheben	Editorial Board	Department of Infectious Tropical Diseases and Microbiology IRCCS Sacro Cuore Hospital Negrar di Valpolicella, Italy	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Eduardo Anguita	Editorial Board	Hematology Department, Hospital Clínico San Carlos, IML and Instituto de Investigación Sanitaria San Carlos (IdISSC) and Department of Medicine  Universidad Complutense de Madrid (UCM) Madrid, Spain	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Michael Arndt	Editorial Board	Child Growth and Development at Institute for Health Metrics and Evaluation University of Washington Seattle, WA, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Katerina Artavanis-Tsakonas	Editorial Board	Division of Microbiology &amp; Parasitology University of Cambridge Cambridge, UK	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Geoffrey M. Attardo	Editorial Board	Department of Entomology and Nematology University of California Davis, CA, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Stephen Attwood	Editorial Board	Department of Zoology University of Oxford Oxford, UK	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Charlotte Avanzi	Editorial Board	Department of Microbiology Immunology and Pathology Colorado State University Fort Collins, Colorado	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Pamela Marie Pennington Aycinena	Editorial Board	Biochemistry Department Universidad del Valle de Guatemala Guatemala City, Guatemala	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Subash Babu	Editorial Board	NIH-NIRT-ICER National Institute of Research in Tuberculosis National Institute of Research in Tuberculosis and National Institutes of Health (NIH) National Institute of Allergy and Infectious Diseases (NIAID) Bethesda, MD, USA 	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Robin L. Bailey	Editorial Board	Clinical Research Unit London School of Hygiene &amp; Tropical Medicine London, UK	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Anne-Laure Bañuls	Editorial Board	Laboratoire de Génétique et Evolution des Maladies Infectieuses Institut de Recherche pour le Développement Montpellier, France	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
David Soeiro Barbosa	Editorial Board	Federal University of Minas Gerais Belo Horizonte, Brazil	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Christopher Barker	Editorial Board	University of California, Davis Davis, CA, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Luther Bartelt	Editorial Board	Department of Medicine The University of North Carolina at Chapel Hill Chapel Hill, NC, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Lyric C. Bartholomay	Editorial Board	Pathobiological Sciences School of Veterinary Medicine University of Wisconsin Madison, WI, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Roberto Barrera*	Editorial Board	Centers for Disease Control and Prevention San Juan, Puerto Rico	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Alyssa E. Barry	Editorial Board	Population Health and Immunity The Walter+Eliza Hall Institute of Medical Research Parkville, Australia	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
María-Gloria Basáñez	Editorial Board	Imperial College London London, UK	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Paul Andrew Bates	Editorial Board	Lancaster University Lancaster, UK	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
David W. Beasley	Editorial Board	University of Texas Medical Branch Galveston, TX, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Brianna Beechler	Editorial Board	Oregon State University Carlson College of Veterinary Medicine Corvallis, OR, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Sasisekhar Bennuru	Editorial Board	Laboratory of Parasitic Diseases National Institute of Allergy and Infectious Diseases (NIAID) National Institutes of Health (NIH) Bethesda, MD, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Joshua B. Benoit	Editorial Board	Department of Biological Sciences University of Cincinnati Cincinnati, OH, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Zvi Bentwich	Editorial Board	Center for Infectious Diseases and AIDS, Ben Gurion University Beer Sheba, Israel	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Alok Bhattacharya	Editorial Board	Jawaharlal Nehru University New Delhi, India	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Zulfiqar A. Bhutta	Editorial Board	Division of Women and Child Health The Aga Khan University Karachi, Pakistan	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Philippe Billiald	Editorial Board	Muséum National d'Histoire Naturelle Paris, France	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Brian Bird*	Editorial Board	Centers for Disease Control and Prevention Atlanta, GA, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Manisha Biswal	Editorial Board	Department of Microbiology Postgraduate Institute of Medical Education and Research Chandigarh, India	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
David Blair	Editorial Board	James Cook University Townsville, Australia	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Jesse D Blanton	Editorial Board	Centers for Disease Control and Prevention Atlanta, GA, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Marleen Boelaert	Editorial Board	Institute of Tropical Medicine Antwerp, Belgium	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Mariangela Bonizzoni	Editorial Board	Department of Biology and Biotechnology University of Pavia Pavia, Italy	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Mark Booth	Editorial Board	School of Medicine, Pharmacy and Health Durham University Thornaby, UK	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Adolfo Borges	Editorial Board	Center for Development of Scientific Research (CEDIC) Manduvirá 635 Asunción 1255, Paraguay	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Natalie M. Bowman	Editorial Board	Department of Medicine Division of Infectious Diseases University of North Carolina at Chapel Hill Chapel Hill, NC, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Doug Brackney	Editorial Board	Center for Vector Bioogy and Zoonotic Diseases The Connecticut Agricultural Experiment Station New Haven, CT, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Richard Bradbury	Editorial Board	School of Health and Life Sciences Federation University Berwick, Vic, Australia	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Klaus Brehm	Editorial Board	Institute for Hygiene and Microbiology University of Würzburg Würzburg, Germany	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Cláudia Ida Brodskyn	Editorial Board	Laboratory of Interaction Parasite-Host and Epidemiology (LAIPHE) Gonçalo Moniz Institute (IGM) Fundação Oswaldo Cruz (FIOCRUZ-Bahia) Candeal, Salvador, Brazil	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Pierre Buekens	Editorial Board	Department of Epidemiology School of Public Health and Tropical Medicine Tulane University New Orleans, LA, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Susan Bueno	Editorial Board	Faculty of Biological Science Pontifical Catholic University of Chile Santiago, Chile and Millennium Institute on Immunology and Immunotherapy Santiago, Chile	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Alexander Bukreyev	Editorial Board	Galveston National Laboratory University of Texas Medical Branch Galveston, Texas, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Barbara A. Burleigh	Editorial Board	Harvard School of Public Health Boston, MA, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Carlos A. Buscaglia	Editorial Board	Instituto de Investigaciones Biotecnológicas Buenos Aires, Argentina	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Philippe Büscher	Editorial Board	Institute of Tropical Medicine Antwerp Antwerp, Belgium	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Alejandro Buschiazzo	Editorial Board	Pasteur Institute of Montevideo Montevideo, Uruguay	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Juan M. Bustamante	Editorial Board	Center for Tropical and Emerging Global Diseases University of Georgia Athens, GA, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Amaya L. Bustinduy	Editorial Board	Department of Clinical Research London School of Hygiene &amp; Tropical Medicine London, UK	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Laurence U. Buxbaum	Editorial Board	University of Pennsylvania School of Medicine  Philadelphia, PA, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Adalgisa Caccone	Editorial Board	Department of Ecology and Evolutionary Biology and Yale Institute of Biospheric Yale University New Haven, CT, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Guy Caljon	Editorial Board	University of Antwerp Antwerp, Belgium	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Eric Calvo	Editorial Board	National Institutes of Health Bethesda, MD, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Cinzia Cantacessi	Editorial Board	University of Cambridge Cambridge, UK	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Michael Cappello	Editorial Board	Yale University New Haven, CT, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Marilia Sá Carvalho	Editorial Board	Oswaldo Cruz Foundation Rio de Janeiro, Brazil	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Arnau Casanovas-Massana	Editorial Board	Yale School of Public Health New Haven, CT, USA 	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Nicholas Casewell	Editorial Board	Liverpool School of Tropical Medicine Liverpool, UK	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Santiago Castillo-Ramírez	Editorial Board	National Autonomous University of Mexico (UNAM) Cuernavaca, Mexico	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Jong-Yil Chai	Editorial Board	Institute of Parasitic Diseases Korea Association of Health Promotion Seoul, Korea (Republic of)	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Yoke Fun Chan	Editorial Board	Department of Medical Microbiology  Faculty of Medicine University of Malaya Kuala Lumpur, Malaysia	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Rémi Charrel	Editorial Board	Emergence des Pathologies Virales Universite de la Mediterranee Marseille, France	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Mitali Chatterjee	Editorial Board	Dept. of Pharmacology Institute of Postgraduate Medical Education &amp; Research Kolkata, India	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Cheng-Chen Chen	Editorial Board	National Yang-Ming University Taipei, Taiwan	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Marc Choisy	Editorial Board	Nuffield Department of Medicine University of Oxford Oxford, UK	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Rebecca C. Christofferson	Editorial Board	School of Veterinary Medicine Louisiana State University Baton Rouge, LA, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Thomas Churcher	Editorial Board	Imperial College London London, UK	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Hannah Clapham	Editorial Board	Saw Swee Hock School of Public Health National University of Singapore Singapore	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Eva Clark	Editorial Board	Department of Medicine - Infectious Diseases Department of Pediatrics - Tropical Medicine Baylor College of Medicine, National School of Tropical Medicine Houston, TX, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Winka Le Clec’h	Editorial Board	Host-Pathogen Interactions Program Texas Biomedical Research Institute San Antonio, TX, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Joachim Clos	Editorial Board	Bernhard Nocht Institute for Tropical Medicine Hamburg, Germany	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Jenifer Coburn	Editorial Board	Center for Infectious Disease Research Medical College of Wisconson Milwaukee, WI, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Paul J. Converse	Editorial Board	Center for Tuberculosis Research Johns Hopkins University Baltimore, MD, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
James Cotton	Editorial Board	Wellcome Genome Campus Wellcome Sanger Institute Cambridge, UK	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Krystyna Cwiklinski	Editorial Board	School of Natural Sciences/Ryan Institute NUI Galway Galway, Ireland	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
John P. Dalton	Editorial Board	McGill University Montreal, Canada	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Tom Darton	Editorial Board	Florey Insitute for Host-Pathogen Interactions  Department of Infection Immunity and Cardiovascular Disease University of Sheffield Sheffield, UK	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Amy J. Davis	Editorial Board	National Wildlife Research Center USDA/APHIS/Wildlife Services Fort Collins, CO, USA	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Nicholas Day	Editorial Board	Nuffield Department of Medicine, University of Oxford Faculty of Tropical Medicine, Mahidol University Bangkok, Thailand	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Caroline Demangel	Editorial Board	Immunobiology of Infection Research Unit Immunology Department Institut Pasteur Paris Paris, France	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
Albert Descoteaux	Editorial Board	Institut national de la recherche scientifique Université du Québec Montreal, Canada	PLOS Neglected Tropical Diseases	1935-2727	PLOS	https://journals.plos.org/plosntds/s/editorial-board	2022-01-18	NA
