publisher	journal	role	editor	affiliation	url	date
IGI Global	Information Resources Management Journal (IRMJ)	Associate Editors	Anabela Mesquita	ISCAP / IPP, Portugal	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Associate Editors	Anthony Scime	SUNY Brockport, United States	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Associate Editors	Bradford Eden	Valparaiso University, United States	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Associate Editors	Costas Vassilakis	University of the Peloponnese, Greece	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Associate Editors	Craig Van Slyke	Louisiana Tech University, United States	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Associate Editors	David Paper	Utah State University, United States	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Associate Editors	Dirk Stelzer	Technische Universität Ilmenau, Germany	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Associate Editors	Fjodor Ruzic	Institute for Informatics, Croatia	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Associate Editors	Gian Piero Zarri	Sorbonne University, Paris, France	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Associate Editors	Hui Cao	Tsinghua University, China	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Associate Editors	Jan Frick	University of Stavanger, Norway	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Associate Editors	Janice Sipior	Villanova University, United States	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Associate Editors	Kai Jakobs	RWTH Aachen University, Germany	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Associate Editors	Mahesh Raisinghani	Texas Woman's University, United States	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Associate Editors	Makoto Nakayama	DePaul University, United States	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Associate Editors	Mark Toleman	University of Southern Queensland, Australia	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Associate Editors	Philip Powell	University of London, United Kingdom	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Associate Editors	Robert Stone	University of Idaho, United States	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Associate Editors	Ross Malaga	Montclair State University, United States	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Associate Editors	Telmo Henriques	ISCTE – University Institute of Lisbon, Portugal	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Associate Editors	Vito Veneziano	University of Hertfordshire	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Editorial Review Board	Abhishek Behl	O P Jindal Global University, India, India	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Editorial Review Board	Andrew Borchers	Lipscomb University, United States	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Editorial Review Board	Andrew Targowski	Western Michigan University, United States	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Editorial Review Board	Annette Mills	University of Canterbury, New Zealand	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Editorial Review Board	Chuleeporn Changchit	Texas A&M University - Corpus Christi, United States	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Editorial Review Board	J. Michael Tarn	Western Michigan University - Haworth College of Business, United States	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Editorial Review Board	James Rodger	Slippery Rock University of Pennsylvania, United States	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Editorial Review Board	Jing Quan	Salisbury University, United States	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Editorial Review Board	Liqiang Huang	Zhejiang University, China	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Editorial Review Board	Nabeel Al-Qirim	United Arab Emirates University, United Arab Emirates	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Editorial Review Board	Pankaj Kamthan	Concordia University, Canada	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Editorial Review Board	Peter Kueng	Credit Suisse, Switzerland	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Editorial Review Board	Rochelle Brooks	Viterbo University, United States	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Editorial Review Board	Sajjad Jasimuddin	Kedge Business School, France	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Editorial Review Board	Sherif Kamel	The American University in Cairo, Egypt	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Editorial Review Board	Toshio Mitsufuji	Ritsumeikan University, Japan	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Editorial Review Board	Vincent Siuking Lai	Chinese University of Hong Kong, China	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Resources Management Journal (IRMJ)	Editorial Review Board	Wen-Chen Hu	University of North Dakota, United States	https://www.igi-global.com/journal/information-resources-management-journal/1073	2022-01-04
IGI Global	Information Technology Management	NA	NA	NA	https://www.igi-global.com/journal/information-technology-management/1074	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Associate Editors	Bimal Kumar	Independent Researcher, United Kingdom	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Associate Editors	Jack Goulding	Northumbria University, United Kingdom	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Associate Editors	Volker Coors	Stuttgart Technology University of Applied Sciences – Hochschule für Technik, Germany	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Alan Hore	TU Dublin, Ireland	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Ali Murat Tanyer	Middle East Technical University, Turkey	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Alias Rahman	Universiti Teknologi Malaysisa, Malaysia	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	André Borrmann	Technische Universität München, Germany	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Andreas Donaubauer	Technische Universität München, Germany	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Andrew Ross	Liverpool John Moores University, United Kingdom	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	António Costa	University of Lisbon, Portugal	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Arto Kiviniemi	The University of Liverpool, United Kingdom	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Bulent Onur Turan	Mimar Sinan Fine Arts University, Turkey	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Efi Dimopoulou	National Technical University of Athens, Greece	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Eliseo Clementini	University of L'Aquila, Italy	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Erik Kjems	Aalborg University, Denmark	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Filip Biljecki	National University of Singapore, Singapore	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Ghassan Aouad	Gulf University for Science and Technology, Kuwait	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Hugo Ledoux	Delft University of Technology, Netherlands	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Ihab Hijazi	An-Najah University, Palestinian Territory, Occupied	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Ismail Karas	Karabük University, Turkey	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Jacynthe Pouliot	Laval University, Canada	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Jakob Beetz	Eindhoven University of Technology, Netherlands	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Jantien Stoter	Delft University of Technology, Netherlands	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Kemal Sahin	Mimar Sinan Fine Arts University, Turkey	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Ken Arroyo Ohori	Delft University of Technology, Netherlands	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Kourosh Khoshelham	University of Melbourne, Australia	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Mohammed Arif	University of Salford, United Kingdom	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Mustafa Alshawi	University of Salford, United Kingdom	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Ning Gu	University of South Australia, Australia	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Pawel Boguslawski	University of the West of England, United Kingdom	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Qing Zhu	Wuhan University, China	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Richard Laing	Robert Gordon University, United Kingdom	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Robert Amor	University of Auckland, New Zealand	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Robin Drogemuller	Queensland University of Technology, Australia	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Sagi Dalyot	The Technion, Israel	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Salih Ofluoğlu	Mimar Sinan Fine Arts University, Turkey	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Salman Azhar	Auburn University, United States	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Sisi Zlatanova	UNSW, Australia	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Thomas Adolphi	Technische Universität Berlin, Germany	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Volkan Cagdas	Yildiz Technical University, Turkey	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Yusuf Arayici	University of Salford, United Kingdom	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of 3-D Information Modeling (IJ3DIM)	Editorial Review Board	Zhizhong Kang	China University of Geosciences, China	https://www.igi-global.com/journal/international-journal-information-modeling/41967	2022-01-04
IGI Global	International Journal of Actor-Network Theory and Technological Innovation (IJANTTI)	International Advisory Board	Yota Dimitriadi	University of Reading, United Kingdom	https://www.igi-global.com/journal/international-journal-actor-network-theory/1116	2022-01-04
IGI Global	International Journal of Actor-Network Theory and Technological Innovation (IJANTTI)	Associate Editors	Chris Bigum	Deakin University, Australia	https://www.igi-global.com/journal/international-journal-actor-network-theory/1116	2022-01-04
IGI Global	International Journal of Actor-Network Theory and Technological Innovation (IJANTTI)	Associate Editors	Lorna Uden	Staffordshire University, United Kingdom	https://www.igi-global.com/journal/international-journal-actor-network-theory/1116	2022-01-04
IGI Global	International Journal of Actor-Network Theory and Technological Innovation (IJANTTI)	Associate Editors	Nilmini Wickramasinghe	Swinburne University & Epworth HealthCare, Australia	https://www.igi-global.com/journal/international-journal-actor-network-theory/1116	2022-01-04
IGI Global	International Journal of Actor-Network Theory and Technological Innovation (IJANTTI)	Associate Editors	Stoyan Tanev	University of Southern Denmark, Denmark	https://www.igi-global.com/journal/international-journal-actor-network-theory/1116	2022-01-04
IGI Global	International Journal of Actor-Network Theory and Technological Innovation (IJANTTI)	Associate Editors	Tiko Iyamu	Cape Peninsula University of Technology, South Africa	https://www.igi-global.com/journal/international-journal-actor-network-theory/1116	2022-01-04
IGI Global	International Journal of Actor-Network Theory and Technological Innovation (IJANTTI)	Editorial Review Board	Ailsa Haxell	Auckland University of Technology, New Zealand	https://www.igi-global.com/journal/international-journal-actor-network-theory/1116	2022-01-04
IGI Global	International Journal of Actor-Network Theory and Technological Innovation (IJANTTI)	Editorial Review Board	Ali Alawneh	Philadelphia University, Jordan	https://www.igi-global.com/journal/international-journal-actor-network-theory/1116	2022-01-04
IGI Global	International Journal of Actor-Network Theory and Technological Innovation (IJANTTI)	Editorial Review Board	Allan Pitman	University of Western Ontario, Canada	https://www.igi-global.com/journal/international-journal-actor-network-theory/1116	2022-01-04
IGI Global	International Journal of Actor-Network Theory and Technological Innovation (IJANTTI)	Editorial Review Board	Antonio Cordella	London School of Economics and Political Science, United Kingdom	https://www.igi-global.com/journal/international-journal-actor-network-theory/1116	2022-01-04
IGI Global	International Journal of Actor-Network Theory and Technological Innovation (IJANTTI)	Editorial Review Board	Bill Davey	RMIT University, Australia	https://www.igi-global.com/journal/international-journal-actor-network-theory/1116	2022-01-04
IGI Global	International Journal of Actor-Network Theory and Technological Innovation (IJANTTI)	Editorial Review Board	Chris Bigum	Deakin University, Australia	https://www.igi-global.com/journal/international-journal-actor-network-theory/1116	2022-01-04
IGI Global	International Journal of Actor-Network Theory and Technological Innovation (IJANTTI)	Editorial Review Board	Fernando Gonçalves	Technical University of Lisbon, Portugal	https://www.igi-global.com/journal/international-journal-actor-network-theory/1116	2022-01-04
IGI Global	International Journal of Actor-Network Theory and Technological Innovation (IJANTTI)	Editorial Review Board	Hassen Rabhi	Gafsa University, Tunisia	https://www.igi-global.com/journal/international-journal-actor-network-theory/1116	2022-01-04
IGI Global	International Journal of Actor-Network Theory and Technological Innovation (IJANTTI)	Editorial Review Board	Johanes Priyatma	Universitas Sanata Dharma, Indonesia	https://www.igi-global.com/journal/international-journal-actor-network-theory/1116	2022-01-04
IGI Global	International Journal of Actor-Network Theory and Technological Innovation (IJANTTI)	Editorial Review Board	Jose Figueiredo	Portugal	https://www.igi-global.com/journal/international-journal-actor-network-theory/1116	2022-01-04
IGI Global	International Journal of Actor-Network Theory and Technological Innovation (IJANTTI)	Editorial Review Board	Lorna Uden	Staffordshire University, United Kingdom	https://www.igi-global.com/journal/international-journal-actor-network-theory/1116	2022-01-04
IGI Global	International Journal of Actor-Network Theory and Technological Innovation (IJANTTI)	Editorial Review Board	Magdalena Bielenia-Grajewska	University of Gdansk, Poland	https://www.igi-global.com/journal/international-journal-actor-network-theory/1116	2022-01-04
IGI Global	International Journal of Actor-Network Theory and Technological Innovation (IJANTTI)	Editorial Review Board	Markus Spöhrer	University of Konstanz, Germany	https://www.igi-global.com/journal/international-journal-actor-network-theory/1116	2022-01-04
IGI Global	International Journal of Actor-Network Theory and Technological Innovation (IJANTTI)	Editorial Review Board	Mary Kennan	University of New South Wales, Australia	https://www.igi-global.com/journal/international-journal-actor-network-theory/1116	2022-01-04
IGI Global	International Journal of Actor-Network Theory and Technological Innovation (IJANTTI)	Editorial Review Board	Nicholas Rowland	Pennsylvania State University, United States	https://www.igi-global.com/journal/international-journal-actor-network-theory/1116	2022-01-04
IGI Global	International Journal of Actor-Network Theory and Technological Innovation (IJANTTI)	Editorial Review Board	Rennie Naidoo	University of Pretoria, South Africa	https://www.igi-global.com/journal/international-journal-actor-network-theory/1116	2022-01-04
IGI Global	International Journal of Actor-Network Theory and Technological Innovation (IJANTTI)	Editorial Review Board	Stephan Kaiser	University of Bundeswehr Munich, Germany	https://www.igi-global.com/journal/international-journal-actor-network-theory/1116	2022-01-04
IGI Global	International Journal of Actor-Network Theory and Technological Innovation (IJANTTI)	Editorial Review Board	Tony Gilding	Charles Darwin University, Australia	https://www.igi-global.com/journal/international-journal-actor-network-theory/1116	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editor-in-Chief Emeritus	Vincenzo De Florio	Vrije Universiteit Brussel and Vlaamse Instelling Voor Technologisch Onderzoek (VITO), Belgium	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	International Advisory Board	Angioletta Voghera	Politecnico di Torino, Italy	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	International Advisory Board	Maher Ben Jemaa	University of Sfax, Tunisia	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	International Advisory Board	Patrizia Grifoni	Consiglio Nazionale delle Ricerche, Italy	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	International Advisory Board	Surajit Bag	University of Johannesburg, South Africa	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Andrew Tyrrell	University of York, United Kingdom	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Chao Wang	Oak Ridge National Laboratory, United States	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Chris Blondia	University of Antwerp, Belgium	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Cristiano di Flora	Nokia Research Center, Finland	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	David Taniar	Monash University, Australia	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Domenico Cotroneo	University of Napoli “Federico II”, Italy	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Eija Kaasinen	VTT Technical Research Centre of Finland, Finland	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Eric Pardede	La Trobe University, Australia	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Francesca Saglietti	University of Erlangen-Nuremberg, Germany	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Gabriele Mencagli	University of Pisa, Italy	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Gabriella Caporaletti	EICAS Automazione, Italy	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Geir Horn	Sintec System, Norway	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Gianluca Mazzini	University of Ferrara, Italy	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Gianluca Tempesti	University of York, United Kingdom	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Hans Vangheluwe	University of Antwerp, Belgium	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Hong Sun	AGFA Research, Belgium	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Jonas Buys	University of Antwerp, Belgium	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Josef Van Vaerenbergh	Center for Multidisciplinary Approach and Technology, Belgium	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Konrad Klöckner	Fraunhofer FIT, Germany	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Leo G Marcus	The Aerospace Corporation, United States	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Llorenç Cerdà-Alabern	Universitat Politècnica de Catalunya, Spain	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Lorenz Froihofer	Vienna University of Technology, Austria	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Luca Foschini	Università di Bologna, Italy	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Maarten Weyn	Artesis University College of Antwerp, Belgium	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Marc Leeman	Barco, Belgium	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Marcello Cinque	University of Napoli “Federico II”, Italy	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
IGI Global	International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)	Editorial Review Board	Markus Endler	Pontifical Catholic University of Rio de Janeiro, Brazil	https://www.igi-global.com/journal/international-journal-adaptive-resilient-autonomic/1154	2022-01-04
