publisher	journal	role	editor	affiliation	url	date
BioMedCentral	Acta Epileptologica	NA	Bing Liang	character(0)	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Weijia Jiang	West China Hospital, China	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	NA	character(0)	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Aye Mye Min Aye	Yangon Children Hospital, Myanmar	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Sándor Beniczky	Danish Epilepsy Centre Dianalund and Aarhus University Hospital, Denmark	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Ingmar Blümcke	University Hospital Erlangen, Germany	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Martin J. Brodie	West Glasgow Ambulatory Care Hospital; Scottish Epilepsy Initiative, UK	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Eric Chan	Queen Mary Hospital, China	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Yanchun Deng	Fourth Military Medical University, China	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Ding Ding	Huashan Hospital Fudan University, China	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Yuwu Jiang	Peking University First Hospital, China	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Hennric Jokeit	Swiss Epilepsy Center; University of Zurich, Switzerland	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Heung Dong Kim	Yonsei University College of Medicine, South Korea	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Patrick Kwan	The University of Melbourne, Australia	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Byung In Lee	Yonsei University College of Medicine, South Korea	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Weiping Liao	Guangzhou Medical University, China	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Xiaoyan Liu	Peking University First Hospital, China	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Guoming Luan	Sanbo Brain Hospital Capital Medical University, China	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Imad M. Najm	Cleveland Clinic Neurological Institute, USA	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Terence O'Brien	The University of Melbourne, Australia	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Jiong Qin	Peking University People's Hospital, China	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Markus Reuber	The University of Sheffield, UK	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Ley J.W. Sander	University College London, UK	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Shanthiputhra Mandadige Sanjaya	Teaching Hospital Anuradhapura and Kurunegala, Sri Lanka	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Steven C. Schachter	Massachusetts General Hospital, Harvard Medical School, USA	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Wei Sun	Xuanwu Hospital, Capital Medical University, China	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Chong Tin Tan	University of Malaya, Malaysia	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Nguyen Anh Tuan	Hanoi Medical University, Vietnam	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Qun Wang	Beijing Tiantan Hospital, Capital Medical University, China	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Xuefeng Wang	Chongqing Medical University, China	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Yi Wang	Children's Hospital of Fudan University, China	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Yuping Wang	Xuanwu Hospital, Capital Medical University, China	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Peter Wolf	Danish Epilepsy Centre Dianalund and Aarhus University Hospital, Denmark	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Liwen Wu	Peking Union Medical College Hospital, China	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Bo Xiao	"c(""Xiangya"", ""Hospital Central South University, China"")"	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Liemin Zhou	Sun Yat-Sen University, China	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Epileptologica	NA	Liping Zou	Chinese PLA General Hospital, China	https://aepi.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Neuropathologica Communications	NA	Jeroen Hoozemans	Amsterdam University Medical Centers, Netherlands	https://actaneurocomms.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Neuropathologica Communications	NA	Jason Huse	, University of Texas MD Anderson Cancer Center, USA	https://actaneurocomms.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Neuropathologica Communications	NA	Werner Paulus	University of Münster, Germany	https://actaneurocomms.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Neuropathologica Communications	NA	Johannes Attems, 	Newcastle University, UK	https://actaneurocomms.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Neuropathologica Communications	NA	Veerle Baekelandt	KU Leuven, Belgium	https://actaneurocomms.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Neuropathologica Communications	NA	Jan Bauer	Medical University of Vienna, Austria	https://actaneurocomms.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Neuropathologica Communications	NA	Roxana Carare	University of Southampton, United Kingdom	https://actaneurocomms.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Neuropathologica Communications	NA	David G. Cook	University of Washington, USA	https://actaneurocomms.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Neuropathologica Communications	NA	Patrick Hof, 	Icahn School of Medicine at Mount Sinai, New York, USA	https://actaneurocomms.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Neuropathologica Communications	NA	Kurt Jellinger, 	Institute of Clinical Neurobiology, Austria	https://actaneurocomms.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Neuropathologica Communications	NA	Jada Lewis	University of Florida, USA	https://actaneurocomms.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Neuropathologica Communications	NA	Beatriz Lopes, 	University of Virginia, USA	https://actaneurocomms.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Neuropathologica Communications	NA	Marta Margeta, 	University of California San Francisco, USA	https://actaneurocomms.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Neuropathologica Communications	NA	Erin D Milligan	University of New Mexico, USA	https://actaneurocomms.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Neuropathologica Communications	NA	Wendy Noble, 	Kings College London, UK	https://actaneurocomms.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Neuropathologica Communications	NA	Anna Oevermann, 	Vetsuisse Faculty, Switzerland	https://actaneurocomms.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Neuropathologica Communications	NA	Wiep Scheper	VU University Medical Centre, Netherlands	https://actaneurocomms.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Neuropathologica Communications	NA	Sheila K Singh, 	McMaster University, Canada	https://actaneurocomms.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Neuropathologica Communications	NA	Stephen Yip	University of British Columbia, Canada	https://actaneurocomms.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Neuropathologica Communications	NA	Osamu Yokota	Kinoko Espoir Hospital and Okayama University, Japan	https://actaneurocomms.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Prof Jørgen S Agerholm	University of Copenhagen, Denmark	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Prof Eva Axnér	Swedish University of Agricultural Sciences, Sweden	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Dr Hans Henrik Dietz	University of Copenhagen, Denmark	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Dr Charlotta Oddsdóttir, 	"c(""Institute for Experimental Pathology,"", ""University of Iceland, Iceland"")"	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Prof Toomas Orro	Estonian University of Life Sciences, Estonia	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Prof Timo Soveri	University of Helsinki, Finland	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Dr Jens Fredrik Agger	University of Copenhagen, Denmark	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Dr Matthew Denwood	University of Copenhagen, Denmark	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Prof Heidi L Enemark	Norwegian Veterinary Institute, Norway	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Dr Jörg MD Enemark	University of Copenhagen, Denmark	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Dr Hanne Birgit Gredal	University of Copenhagen, Denmark	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Dr Mette Sif Hansen	University of Copenhagen, Denmark	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Dr Veera Karkamo	Finnish Food Safety Authority Evira, Finland	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Prof Jørgen Koch	University of Copenhagen, Denmark	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Prof Lars Erik Larsen	University of Copenhagen, Denmark	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Dr Casper Lindegaard	University of Copenhagen, Denmark	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Prof Catharina Linde-Forsberg	Swedish University of Agricultural Sciences and CaniRep HB, Sweden	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	NA	character(0)	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Dr James Edward Miles	University of Copenhagen, Denmark	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Prof Jane Morrell	Swedish University of Agricultural Sciences, Sweden	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Prof David B Morton	, University of Birmingham, United Kingdom	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Prof Olli Peltoniemi	University of Helsinki, Finland	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Dr Halldór Runólfsson	Icelandic Veterinary Association, Iceland	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Dr Jan Bojsen-Møller Secher	University of Copenhagen, Denmark	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Dr Pernille Tveden-Nyborg	University of Copenhagen, Denmark	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Prof Rodolfo Ungerfeld	University of Uruguay, Uruguay	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Dr Jakob Willesen	University of Copenhagen, Denmark	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Prof Andre Chwalibog	University of Copenhagen, Denmark	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Prof Ulf Emanuelson	Swedish University of Agricultural Sciences, Sweden	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Dr Lena Holm	Swedish University of Agricultural Sciences, Sweden	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Prof Kjell Holtenius	Swedish University of Agricultural Sciences, Sweden	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Prof Terttu Katila	University of Helsinki, Finland	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Prof Annop Kunavongkrit	Chulalongkorn University, Thailand	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Dr Ana Meikle	University of Uruguay, Uruguay	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Dr Maria Neil	Swedish University of Agricultural Sciences, Sweden	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Dr Alessandra Rota	University of Pisa, Italy	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Dr Juhani Taponen	University of Helsinki, Finland	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Prof Anne-Helene Tauson	University of Copenhagen, Denmark	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Dr Carolina Viñoles	Instituto Nacional de Investigación Agropecuaria, Uruguay	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Acta Veterinaria Scandinavica	NA	Prof Per Wallgren	Swedish University of Agricultural Sciences, Sweden	https://actavetscand.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Jeffrey Samet	Boston University School of Medicine, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Emily C Williams	"c(""University of Washington School of Public Health"", "", USA"")"	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Casy Calver	Boston University, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Gavin Bart	University of Minnesota Medical School, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Marcus A Bachhuber	Louisiana Department of Health, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Angela R. Bazzi	University of California, San Diego, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Nicolas Bertholet	Lausanne University Hospital, Switzerland	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Jennifer Edelman	"c(""Yale University"", ""USA"")"	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Daniel Fuster	Universitat Autonoma de Barcelona, Spain	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Jaimee Heffner	Fred Hutchinson Cancer Research Center, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Noa Krawczyk	NYU Grossman School of Medicine, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Jennifer McNeely	NYU School of Medicine, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Sarah Wakeman	Massachusetts General Hospital Department of Medicine, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Gary Zarkin	RTI International, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Jasjit S Ahluwalia	Brown University, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Kathleen Brady	Medical University of South Carolina, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Debbie M Cheng	Boston University Schools of Medicine and Public Health, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Wilson M Compton	National Institute on Drug Abuse (NIDA), USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Katherine Conigrave	University of Sydney Medical School, Australia	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Jan Copeland	University of New South Wales, Australia	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Michelle Drapkin	"c(""University of Pennsylvania "", ""Philadelphia Veterans Affairs Medical Center, USA"")"	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Lillian Gelberg	University of California Los Angeles School of Medicine, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Erik Gunderson	University of Virginia School of Medicine, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Nicholas Horton	Amherst College, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Hendrée Jones	University of North Carolina in Chapel Hill, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Stefan Kertesz	University of Alabama at Birmingham School of Medicine, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Felix Kessler	Federal University of Rio Grande do Sul, Brazil	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Todd Korthuis	, Oregon Health &amp; Science University, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Thomas Kosten	Baylor College of Medicine, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Evgeny Krupitsky	St. Petersburg State Pavlov Medical University, Russia	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Mary Jo Larson	Brandeis University, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Joshua D. Lee	New York University School of Medicine, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Petros Levounis	Rutgers New Jersey Medical School, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Jim McCambridge	University of York, UK	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Edward Nunes	Columbia University College of Physicians and Surgeons, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Anita Palepu	University of British Columbia, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Tibor Palfai	Boston University School of Public Health, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Kimber Richter	University of Kansas School of Medicine, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	James L Sorensen	University of California San Francisco, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Maria Lucia Souza-Formigoni	Universidade Federal de Sao Paulo, Brazil	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Scott Stewart	"c(""University of Buffalo "", ""State University of New York, USA"")"	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Mishka Terplan	University of California San Francisco, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Addiction Science & Clinical Practice	NA	Richard Saitz	Boston University School of Public Health, USA	https://ascpjournal.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	Simone Appenzeller	University of Campinas, Brazil	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	Marcos Renato de Assis	Marília Medical School, Brazil	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	Adriana Kakehasi	Federal University of Minas Gerais, Brazil	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	Renê Donizete Ribeiro de Oliveira	University of São Paulo, Brazil	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	Eduardo dos Santos Paiva	Federal University of Paraná, Brazil	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	NA	character(0)	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	Luís Eduardo Coelho Andrade	Federal University of São Paulo, Brazil	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	Ricardo Fuller	University of São Paulo, Brazil	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	Roberto Ezequiel Heymann	Federal University of São Paulo, Brazil	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	Paulo Louzada Junior	University of São Paulo, Ribeirão Preto Medical School, Brazil	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	Mittermayer Barreto Santiago	Federal University of Bahia, Brazil	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	Ricardo Machado Xavier	Federal University of Rio Grande do Sul, Brazil	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	João Francisco Marques Neto	University of Campinas, Brazil	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	Adil Muhib Samara	University of Campinas, Brazil	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	Hilton Seda	Pontifical Catholic University of Rio de Janeiro, Brazil	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	Natalino Hajime Yoshinari	University of São Paulo, Brazil	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	Eloísa Bonfá	University of São Paulo, Brazil	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	Alessandra Bruns	Centre Hospitalier de l'Université de Sherbrooke, Canada	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	Ernest Choy	Cardiff University, UK	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	Thomas Dörner	Charité Hospital, Germany	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	João Eurico Cabral da Fonseca	University of Lisbon, Portugal	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	Enrique Roberto Soriano Guppy	Instituto Universitário Hospital Italiano de Buenos Aires, Argentina	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	Arthur Kavanaugh	University of California San Diego, USA	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	Cristiane Kayser	Federal University of São Paulo, Brazil	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	Munther Khamashta	St Thomas' Hospital, UK	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
BioMedCentral	Advances in Rheumatology	NA	Evandro Mendes Klumb	Rio de Janeiro State University, Brazil	https://advancesinrheumatology.biomedcentral.com/about/editorial-board	2022-01-20
